ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Meta: inline_featured_image","Meta: rs_page_bg_color","Download 1 ID","Download 1 name","Download 1 URL"
1261,"simple, downloadable",,"Openwork cotton top",1,0,visible,"<strong>Downloadable</strong> – activates additional fields where you can provide a downloadable file. After a successful purchase, customers are given a downloadable file as a link in the order notification email. This is suitable, for example, for a digital album, PDF magazine, or photo.","[elementor-template id=""253""]",,,taxable,,1,,,0,0,,,,,1,,,99.99,"Accessories, Clothing, Hoodies, Tshirts, Women","clean, creative, fashion, main04, theme woocommerce, women",,"https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_02.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_03.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_01.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/main_01_p-03-2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/main_01_p-03-3.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/main_01_p-03-4.jpg",'-1,'-1,,,,,,,24,"{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#c4c4c4"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Gray, Green, Red, Yellow",1,1,,Size,"L, M, S",1,1,,0,,a94a72c8-ce35-423c-ac1f-1eab565c0568,main03_video_banner.jpeg,https://irina.novaworks.net/wp-content/uploads/2021/06/main03_video_banner.jpeg
1263,simple,,"Embroidered cotton top",1,0,visible,"A simple product is the most common and easily-understandable product type in WooCommerce. A simple product is a unique, stand-alone, physical product that you may have to ship to the customer. To start with, you can create a simple product, assign a price &amp; SKU for the product, and start selling them. eg: Books.\n\nSimple product in WooCommerce is one of the easiest to configure. You can add price, SKU and stock details, and publish a simple product. While creating a new product, you can select ‘Simple product’ from the drop-down.\n\nTo understand the process of setting up a WooCommerce Simple Product in detail, refer to our article <a href=""https://docs.woocommerce.com/document/managing-products/#section-5"" data-wpel-link=""internal"">How to Add a WooCommerce Simple Product</a>.","[elementor-template id=""253""]",,,taxable,,1,,,0,0,,,,,1,,,99.99,"Accessories, Clothing, Hoodies, Tshirts, Women","clean, creative, fashion, main04, theme woocommerce, women",,"https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_03.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_02.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_01.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/main_01_p-03-2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/main_01_p-03-3.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/main_01_p-03-4.jpg",,,,,,,,,23,"{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#c4c4c4"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Gray, Green, Red, Yellow",1,1,,Size,"L, M, S",1,1,,0,,,,
1268,simple,,"Stripes organic cotton t-shirt",1,0,visible,"A simple product is the most common and easily-understandable product type in WooCommerce. A simple product is a unique, stand-alone, physical product that you may have to ship to the customer. To start with, you can create a simple product, assign a price &amp; SKU for the product, and start selling them. eg: Books.\n\nSimple product in WooCommerce is one of the easiest to configure. You can add price, SKU and stock details, and publish a simple product. While creating a new product, you can select ‘Simple product’ from the drop-down.\n\nTo understand the process of setting up a WooCommerce Simple Product in detail, refer to our article <a href=""https://docs.woocommerce.com/document/managing-products/#section-5"" data-wpel-link=""internal"">How to Add a WooCommerce Simple Product</a>.","[elementor-template id=""253""]",,,taxable,,1,,,0,0,,,,,1,,,99.99,"Accessories, Clothing, Hoodies, Tshirts, Women","clean, creative, fashion, main04, theme woocommerce, women",,"https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_04_1.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_04_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_06_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_06_1.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_05_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_05_1.jpg",,,,,,,,,22,"{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#c4c4c4"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Gray, Green, Red, Yellow",1,1,,Size,"L, M, S",1,1,,0,,,,
1269,simple,,"Pleated shoulder T-shirt",1,0,visible,"A simple product is the most common and easily-understandable product type in WooCommerce. A simple product is a unique, stand-alone, physical product that you may have to ship to the customer. To start with, you can create a simple product, assign a price &amp; SKU for the product, and start selling them. eg: Books.\n\nSimple product in WooCommerce is one of the easiest to configure. You can add price, SKU and stock details, and publish a simple product. While creating a new product, you can select ‘Simple product’ from the drop-down.\n\nTo understand the process of setting up a WooCommerce Simple Product in detail, refer to our article <a href=""https://docs.woocommerce.com/document/managing-products/#section-5"" data-wpel-link=""internal"">How to Add a WooCommerce Simple Product</a>.","[elementor-template id=""253""]",,,taxable,,1,,,0,0,,,,,1,,,99.99,"Accessories, Clothing, Hoodies, Tshirts, Women","clean, creative, fashion, main04, theme woocommerce, women",,"https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_05_1.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_05_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_04_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_06_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_06_1.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_05_1.jpg",,,,,,,,,21,"{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#c4c4c4"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Gray, Green, Red, Yellow",1,1,,Size,"L, M, S",1,1,,0,,,,
1271,simple,,"Essential cotton-blend T-shirt",1,0,visible,"A simple product is the most common and easily-understandable product type in WooCommerce. A simple product is a unique, stand-alone, physical product that you may have to ship to the customer. To start with, you can create a simple product, assign a price &amp; SKU for the product, and start selling them. eg: Books.\n\nSimple product in WooCommerce is one of the easiest to configure. You can add price, SKU and stock details, and publish a simple product. While creating a new product, you can select ‘Simple product’ from the drop-down.\n\nTo understand the process of setting up a WooCommerce Simple Product in detail, refer to our article <a href=""https://docs.woocommerce.com/document/managing-products/#section-5"" data-wpel-link=""internal"">How to Add a WooCommerce Simple Product</a>.","[elementor-template id=""253""]",,,taxable,,1,,,0,0,,,,,1,,,99.99,"Accessories, Clothing, Hoodies, Tshirts, Women","clean, creative, fashion, main04, theme woocommerce, women",,"https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_06_1.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_06_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_05_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_04_2.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_06_1.jpg, https://irina.novaworks.net/wp-content/uploads/2021/06/m04_p_05_1.jpg",,,,,,,,,20,"{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#c4c4c4"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Gray, Green, Red, Yellow",1,1,,Size,"L, M, S",1,1,,0,,,,
245,variation,,"Waist straight Slouchy jeans - Green, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,9,,color,Green,,1,,Size,S,,1,,,,,,
246,variation,,"Waist straight Slouchy jeans - Red, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,10,,color,Red,,1,,Size,L,,1,,,,,,
247,variation,,"Waist straight Slouchy jeans - Red, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,11,,color,Red,,1,,Size,M,,1,,,,,,
248,variation,,"Waist straight Slouchy jeans - Red, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,12,,color,Red,,1,,Size,S,,1,,,,,,
249,variation,,"Waist straight Slouchy jeans - Yellow, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,13,,color,Yellow,,1,,Size,L,,1,,,,,,
250,variation,,"Waist straight Slouchy jeans - Yellow, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,14,,color,Yellow,,1,,Size,M,,1,,,,,,
251,variation,,"Waist straight Slouchy jeans - Yellow, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,15,,color,Yellow,,1,,Size,S,,1,,,,,,
237,variation,,"Waist straight Slouchy jeans - Blue, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,1,,color,Blue,,1,,Size,L,,1,,,,,,
238,variation,,"Waist straight Slouchy jeans - Blue, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,2,,color,Blue,,1,,Size,M,,1,,,,,,
239,variation,,"Waist straight Slouchy jeans - Blue, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,3,,color,Blue,,1,,Size,S,,1,,,,,,
240,variation,,"Waist straight Slouchy jeans - Gray, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,4,,color,Gray,,1,,Size,L,,1,,,,,,
241,variation,,"Waist straight Slouchy jeans - Gray, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,5,,color,Gray,,1,,Size,M,,1,,,,,,
242,variation,,"Waist straight Slouchy jeans - Gray, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,6,,color,Gray,,1,,Size,S,,1,,,,,,
243,variation,,"Waist straight Slouchy jeans - Green, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,7,,color,Green,,1,,Size,L,,1,,,,,,
244,variation,,"Waist straight Slouchy jeans - Green, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:218,,,,,,8,,color,Green,,1,,Size,M,,1,,,,,,
576,variation,,"Halter long jumpsuit - Yellow, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,15,,color,Yellow,,1,,Size,S,,1,,,,,,
562,variation,,"Halter long jumpsuit - Blue, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,1,,color,Blue,,1,,Size,L,,1,,,,,,
563,variation,,"Halter long jumpsuit - Blue, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,2,,color,Blue,,1,,Size,M,,1,,,,,,
564,variation,,"Halter long jumpsuit - Blue, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,3,,color,Blue,,1,,Size,S,,1,,,,,,
565,variation,,"Halter long jumpsuit - Gray, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,4,,color,Gray,,1,,Size,L,,1,,,,,,
566,variation,,"Halter long jumpsuit - Gray, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,5,,color,Gray,,1,,Size,M,,1,,,,,,
567,variation,,"Halter long jumpsuit - Gray, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,6,,color,Gray,,1,,Size,S,,1,,,,,,
568,variation,,"Halter long jumpsuit - Green, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,7,,color,Green,,1,,Size,L,,1,,,,,,
569,variation,,"Halter long jumpsuit - Green, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,8,,color,Green,,1,,Size,M,,1,,,,,,
570,variation,,"Halter long jumpsuit - Green, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,9,,color,Green,,1,,Size,S,,1,,,,,,
571,variation,,"Halter long jumpsuit - Red, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,10,,color,Red,,1,,Size,L,,1,,,,,,
572,variation,,"Halter long jumpsuit - Red, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,11,,color,Red,,1,,Size,M,,1,,,,,,
573,variation,,"Halter long jumpsuit - Red, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,12,,color,Red,,1,,Size,S,,1,,,,,,
574,variation,,"Halter long jumpsuit - Yellow, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,13,,color,Yellow,,1,,Size,L,,1,,,,,,
575,variation,,"Halter long jumpsuit - Yellow, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:561,,,,,,14,,color,Yellow,,1,,Size,M,,1,,,,,,
597,variation,,"Flowy palazzo trousers - Blue, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,3,,color,Blue,,1,,Size,S,,1,,,,,,
598,variation,,"Flowy palazzo trousers - Gray, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,4,,color,Gray,,1,,Size,L,,1,,,,,,
599,variation,,"Flowy palazzo trousers - Gray, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,5,,color,Gray,,1,,Size,M,,1,,,,,,
600,variation,,"Flowy palazzo trousers - Gray, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,6,,color,Gray,,1,,Size,S,,1,,,,,,
601,variation,,"Flowy palazzo trousers - Green, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,7,,color,Green,,1,,Size,L,,1,,,,,,
602,variation,,"Flowy palazzo trousers - Green, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,8,,color,Green,,1,,Size,M,,1,,,,,,
603,variation,,"Flowy palazzo trousers - Green, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,9,,color,Green,,1,,Size,S,,1,,,,,,
604,variation,,"Flowy palazzo trousers - Red, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,10,,color,Red,,1,,Size,L,,1,,,,,,
605,variation,,"Flowy palazzo trousers - Red, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,11,,color,Red,,1,,Size,M,,1,,,,,,
606,variation,,"Flowy palazzo trousers - Red, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,12,,color,Red,,1,,Size,S,,1,,,,,,
607,variation,,"Flowy palazzo trousers - Yellow, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,13,,color,Yellow,,1,,Size,L,,1,,,,,,
608,variation,,"Flowy palazzo trousers - Yellow, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,14,,color,Yellow,,1,,Size,M,,1,,,,,,
609,variation,,"Flowy palazzo trousers - Yellow, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,15,,color,Yellow,,1,,Size,S,,1,,,,,,
595,variation,,"Flowy palazzo trousers - Blue, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,1,,color,Blue,,1,,Size,L,,1,,,,,,
596,variation,,"Flowy palazzo trousers - Blue, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:594,,,,,,2,,color,Blue,,1,,Size,M,,1,,,,,,
632,variation,,"Heel leather sandals - Yellow, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,13,,color,Yellow,,1,,Size,L,,1,,,,,,
633,variation,,"Heel leather sandals - Yellow, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,14,,color,Yellow,,1,,Size,M,,1,,,,,,
634,variation,,"Heel leather sandals - Yellow, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,15,,color,Yellow,,1,,Size,S,,1,,,,,,
620,variation,,"Heel leather sandals - Blue, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,1,,color,Blue,,1,,Size,L,,1,,,,,,
621,variation,,"Heel leather sandals - Blue, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,2,,color,Blue,,1,,Size,M,,1,,,,,,
622,variation,,"Heel leather sandals - Blue, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,3,,color,Blue,,1,,Size,S,,1,,,,,,
623,variation,,"Heel leather sandals - Gray, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,4,,color,Gray,,1,,Size,L,,1,,,,,,
624,variation,,"Heel leather sandals - Gray, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,5,,color,Gray,,1,,Size,M,,1,,,,,,
625,variation,,"Heel leather sandals - Gray, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,6,,color,Gray,,1,,Size,S,,1,,,,,,
626,variation,,"Heel leather sandals - Green, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,7,,color,Green,,1,,Size,L,,1,,,,,,
627,variation,,"Heel leather sandals - Green, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,8,,color,Green,,1,,Size,M,,1,,,,,,
628,variation,,"Heel leather sandals - Green, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,9,,color,Green,,1,,Size,S,,1,,,,,,
629,variation,,"Heel leather sandals - Red, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,10,,color,Red,,1,,Size,L,,1,,,,,,
630,variation,,"Heel leather sandals - Red, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,11,,color,Red,,1,,Size,M,,1,,,,,,
631,variation,,"Heel leather sandals - Red, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:619,,,,,,12,,color,Red,,1,,Size,S,,1,,,,,,
639,variation,,"Asymmetric design top - Blue, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,3,,color,Blue,,1,,Size,S,,1,,,,,,
640,variation,,"Asymmetric design top - Gray, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,4,,color,Gray,,1,,Size,L,,1,,,,,,
641,variation,,"Asymmetric design top - Gray, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,5,,color,Gray,,1,,Size,M,,1,,,,,,
642,variation,,"Asymmetric design top - Gray, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,6,,color,Gray,,1,,Size,S,,1,,,,,,
643,variation,,"Asymmetric design top - Green, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,7,,color,Green,,1,,Size,L,,1,,,,,,
644,variation,,"Asymmetric design top - Green, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,8,,color,Green,,1,,Size,M,,1,,,,,,
645,variation,,"Asymmetric design top - Green, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,9,,color,Green,,1,,Size,S,,1,,,,,,
646,variation,,"Asymmetric design top - Red, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,10,,color,Red,,1,,Size,L,,1,,,,,,
647,variation,,"Asymmetric design top - Red, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,11,,color,Red,,1,,Size,M,,1,,,,,,
648,variation,,"Asymmetric design top - Red, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,12,,color,Red,,1,,Size,S,,1,,,,,,
649,variation,,"Asymmetric design top - Yellow, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,13,,color,Yellow,,1,,Size,L,,1,,,,,,
650,variation,,"Asymmetric design top - Yellow, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,14,,color,Yellow,,1,,Size,M,,1,,,,,,
651,variation,,"Asymmetric design top - Yellow, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,15,,color,Yellow,,1,,Size,S,,1,,,,,,
637,variation,,"Asymmetric design top - Blue, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,1,,color,Blue,,1,,Size,L,,1,,,,,,
638,variation,,"Asymmetric design top - Blue, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:636,,,,,,2,,color,Blue,,1,,Size,M,,1,,,,,,
657,variation,,"Modal-blend suit blazer - Blue, S",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:654,,,,,,3,,color,Blue,,1,,Size,S,,1,,,,,,
658,variation,,"Modal-blend suit blazer - Gray, L",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:654,,,,,,4,,color,Gray,,1,,Size,L,,1,,,,,,
659,variation,,"Modal-blend suit blazer - Gray, M",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.99,,,,,,,id:654,,,,,,5,,color,Gray,,1,,Size,M,,1,,,,,,
